policyID,agecat,valuecat,period,numclaims,claim
9337,2,2,2,0,0
9337,2,2,3,0,0
9338,6,9,1,0,0
9338,6,9,2,0,0
9338,6,9,3,0,0
9339,4,9,1,0,0
9339,4,9,2,0,0
9339,4,9,3,0,0
9340,10,9,1,0,0
9340,10,9,2,0,0
9340,10,9,3,0,0
9341,10,2,1,0,0
9341,10,2,2,0,0
9341,10,2,3,0,0
9342,2,9,1,0,0
9342,2,9,2,0,0
9342,2,9,3,0,0
9343,4,4,1,0,0
9343,4,4,2,0,0
9343,4,4,3,0,0
9344,10,9,1,0,0
9344,10,9,2,0,0
9344,10,9,3,0,0
9345,6,2,1,0,0
9345,6,2,2,0,0
9345,6,2,3,0,0
9346,4,9,1,0,0
9346,4,9,2,0,0
9346,4,9,3,0,0
9347,10,9,1,1,1
9347,10,9,2,0,0
9347,10,9,3,1,1
9348,5,2,1,0,0
9348,5,2,2,0,0
9348,5,2,3,1,1
9349,4,9,1,0,0
9349,4,9,2,0,0
9349,4,9,3,0,0
9350,5,9,1,1,1
9350,5,9,2,0,0
9350,5,9,3,0,0
9351,4,9,1,0,0
9351,4,9,2,1,1
9351,4,9,3,0,0
9352,2,9,1,0,0
9352,2,9,2,0,0
9352,2,9,3,0,0
9353,5,9,1,0,0
9353,5,9,2,0,0
9353,5,9,3,0,0
9354,4,9,1,0,0
9354,4,9,2,0,0
9354,4,9,3,0,0
9355,5,9,1,0,0
9355,5,9,2,0,0
9355,5,9,3,0,0
9356,10,2,1,0,0
9356,10,2,2,0,0
9356,10,2,3,0,0
9357,4,2,1,0,0
9357,4,2,2,0,0
9357,4,2,3,0,0
9358,10,9,1,2,1
9358,10,9,2,1,1
9358,10,9,3,1,1
9359,5,9,1,0,0
9359,5,9,2,0,0
9359,5,9,3,0,0
9360,1,9,1,0,0
9360,1,9,2,0,0
9360,1,9,3,0,0
9361,5,9,1,0,0
9361,5,9,2,0,0
9361,5,9,3,0,0
9362,2,2,1,0,0
9362,2,2,2,1,1
9362,2,2,3,0,0
9363,4,2,1,0,0
9363,4,2,2,0,0
9363,4,2,3,1,1
9364,10,9,1,0,0
9364,10,9,2,0,0
9364,10,9,3,0,0
9365,10,9,1,3,1
9365,10,9,2,3,1
9365,10,9,3,1,1
9366,6,9,1,0,0
9366,6,9,2,0,0
9366,6,9,3,1,1
9367,10,9,1,0,0
9367,10,9,2,0,0
9367,10,9,3,0,0
9368,6,9,1,0,0
9368,6,9,2,0,0
9368,6,9,3,0,0
9369,10,9,1,0,0
9369,10,9,2,0,0
9369,10,9,3,0,0
9370,4,9,1,0,0
9370,4,9,2,0,0
9370,4,9,3,0,0
9371,6,9,1,0,0
9371,6,9,2,0,0
9371,6,9,3,1,1
9372,4,9,1,0,0
9372,4,9,2,0,0
9372,4,9,3,0,0
9373,2,2,1,0,0
9373,2,2,2,0,0
9373,2,2,3,0,0
9374,10,9,1,1,1
9374,10,9,2,0,0
9374,10,9,3,0,0
9375,5,9,1,0,0
9375,5,9,2,0,0
9375,5,9,3,0,0
9376,5,9,1,0,0
9376,5,9,2,0,0
9376,5,9,3,0,0
9377,2,3,1,0,0
9377,2,3,2,0,0
9377,2,3,3,0,0
9378,10,9,1,0,0
9378,10,9,2,0,0
9378,10,9,3,0,0
9379,4,2,1,1,1
9379,4,2,2,0,0
9379,4,2,3,0,0
9380,4,9,1,0,0
9380,4,9,2,0,0
9380,4,9,3,0,0
9381,5,9,1,0,0
9381,5,9,2,0,0
9381,5,9,3,0,0
9382,5,9,1,0,0
9382,5,9,2,1,1
9382,5,9,3,0,0
9383,4,2,1,0,0
9383,4,2,2,0,0
9383,4,2,3,0,0
9384,10,2,1,0,0
9384,10,2,2,0,0
9384,10,2,3,0,0
9385,4,9,1,2,1
9385,4,9,2,2,1
9385,4,9,3,2,1
9386,4,9,1,0,0
9386,4,9,2,0,0
9386,4,9,3,0,0
9387,5,9,1,0,0
9387,5,9,2,0,0
9387,5,9,3,0,0
9388,10,2,1,0,0
9388,10,2,2,0,0
9388,10,2,3,0,0
9389,2,2,1,0,0
9389,2,2,2,0,0
9389,2,2,3,0,0
9390,2,9,1,0,0
9390,2,9,2,0,0
9390,2,9,3,0,0
9391,4,9,1,0,0
9391,4,9,2,0,0
9391,4,9,3,0,0
9392,10,9,1,0,0
9392,10,9,2,0,0
9392,10,9,3,0,0
9393,10,9,1,0,0
9393,10,9,2,0,0
9393,10,9,3,0,0
9394,10,9,1,0,0
9394,10,9,2,0,0
9394,10,9,3,0,0
9395,2,9,1,1,1
9395,2,9,2,0,0
9395,2,9,3,0,0
9396,2,9,1,0,0
9396,2,9,2,0,0
9396,2,9,3,0,0
9397,4,2,1,0,0
9397,4,2,2,0,0
9397,4,2,3,0,0
9398,10,9,1,0,0
9398,10,9,2,0,0
9398,10,9,3,0,0
9399,4,9,1,0,0
9399,4,9,2,0,0
9399,4,9,3,2,1
9400,10,9,1,0,0
9400,10,9,2,0,0
9400,10,9,3,0,0
9401,4,9,1,0,0
9401,4,9,2,0,0
9401,4,9,3,0,0
9402,10,9,1,0,0
9402,10,9,2,0,0
9402,10,9,3,0,0
9403,2,9,1,0,0
9403,2,9,2,0,0
9403,2,9,3,0,0
9404,5,9,1,0,0
9404,5,9,2,0,0
9404,5,9,3,0,0
9405,6,9,1,0,0
9405,6,9,2,0,0
9405,6,9,3,0,0
9406,5,9,1,0,0
9406,5,9,2,1,1
9406,5,9,3,0,0
9407,4,3,1,0,0
9407,4,3,2,0,0
9407,4,3,3,0,0
9408,10,9,1,0,0
9408,10,9,2,0,0
9408,10,9,3,0,0
9409,4,9,1,1,1
9409,4,9,2,0,0
9409,4,9,3,0,0
9410,5,9,1,1,1
9410,5,9,2,1,1
9410,5,9,3,0,0
9411,4,2,1,0,0
9411,4,2,2,0,0
9411,4,2,3,0,0
9412,6,9,1,0,0
9412,6,9,2,0,0
9412,6,9,3,0,0
9413,4,9,1,0,0
9413,4,9,2,0,0
9413,4,9,3,0,0
9414,4,9,1,0,0
9414,4,9,2,1,1
9414,4,9,3,0,0
9415,4,9,1,1,1
9415,4,9,2,0,0
9415,4,9,3,2,1
9416,5,9,1,0,0
9416,5,9,2,0,0
9416,5,9,3,0,0
9417,6,9,1,1,1
9417,6,9,2,0,0
9417,6,9,3,1,1
9418,4,9,1,1,1
9418,4,9,2,0,0
9418,4,9,3,0,0
9419,2,2,1,0,0
9419,2,2,2,0,0
9419,2,2,3,1,1
9420,4,9,1,0,0
9420,4,9,2,0,0
9420,4,9,3,0,0
9421,2,9,1,0,0
9421,2,9,2,0,0
9421,2,9,3,0,0
9422,10,9,1,0,0
9422,10,9,2,1,1
9422,10,9,3,0,0
9423,4,9,1,0,0
9423,4,9,2,0,0
9423,4,9,3,0,0
9424,4,9,1,0,0
9424,4,9,2,0,0
9424,4,9,3,0,0
9425,2,2,1,0,0
9425,2,2,2,0,0
9425,2,2,3,0,0
9426,2,9,1,0,0
9426,2,9,2,0,0
9426,2,9,3,0,0
9427,10,9,1,2,1
9427,10,9,2,1,1
9427,10,9,3,2,1
9428,5,9,1,0,0
9428,5,9,2,0,0
9428,5,9,3,0,0
9429,4,9,1,0,0
9429,4,9,2,0,0
9429,4,9,3,0,0
9430,10,9,1,0,0
9430,10,9,2,0,0
9430,10,9,3,0,0
9431,6,9,1,0,0
9431,6,9,2,1,1
9431,6,9,3,1,1
9432,1,9,1,0,0
9432,1,9,2,0,0
9432,1,9,3,0,0
9433,10,9,1,0,0
9433,10,9,2,1,1
9433,10,9,3,1,1
9434,4,9,1,2,1
9434,4,9,2,2,1
9434,4,9,3,2,1
9435,2,9,1,0,0
9435,2,9,2,0,0
9435,2,9,3,0,0
9436,6,9,1,0,0
9436,6,9,2,0,0
9436,6,9,3,0,0
9437,5,2,1,0,0
9437,5,2,2,0,0
9437,5,2,3,0,0
9438,5,9,1,0,0
9438,5,9,2,0,0
9438,5,9,3,0,0
9439,4,9,1,0,0
9439,4,9,2,0,0
9439,4,9,3,0,0
9440,4,9,1,0,0
9440,4,9,2,0,0
9440,4,9,3,0,0
9441,5,2,1,0,0
9441,5,2,2,0,0
9441,5,2,3,0,0
9442,5,9,1,1,1
9442,5,9,2,2,1
9442,5,9,3,1,1
9443,2,9,1,0,0
9443,2,9,2,0,0
9443,2,9,3,0,0
9444,10,3,1,0,0
9444,10,3,2,0,0
9444,10,3,3,0,0
9445,4,9,1,0,0
9445,4,9,2,0,0
9445,4,9,3,0,0
9446,4,9,1,1,1
9446,4,9,2,0,0
9446,4,9,3,1,1
9447,5,9,1,0,0
9447,5,9,2,0,0
9447,5,9,3,0,0
9448,1,9,1,0,0
9448,1,9,2,1,1
9448,1,9,3,0,0
9449,10,9,1,0,0
9449,10,9,2,0,0
9449,10,9,3,0,0
9450,5,2,1,0,0
9450,5,2,2,0,0
9450,5,2,3,0,0
9451,2,9,1,0,0
9451,2,9,2,0,0
9451,2,9,3,0,0
9452,4,9,1,0,0
9452,4,9,2,0,0
9452,4,9,3,0,0
9453,4,9,1,0,0
9453,4,9,2,0,0
9453,4,9,3,0,0
9454,6,9,1,0,0
9454,6,9,2,0,0
9454,6,9,3,1,1
9455,1,2,1,0,0
9455,1,2,2,0,0
9455,1,2,3,0,0
9456,6,9,1,0,0
9456,6,9,2,0,0
9456,6,9,3,0,0
9457,6,9,1,0,0
9457,6,9,2,0,0
9457,6,9,3,0,0
9458,5,9,1,0,0
9458,5,9,2,0,0
9458,5,9,3,0,0
9459,4,9,1,0,0
9459,4,9,2,2,1
9459,4,9,3,0,0
9460,10,9,1,0,0
9460,10,9,2,0,0
9460,10,9,3,0,0
9461,2,2,1,0,0
9461,2,2,2,0,0
9461,2,2,3,0,0
9462,10,9,1,0,0
9462,10,9,2,0,0
9462,10,9,3,0,0
9463,1,9,1,0,0
9463,1,9,2,0,0
9463,1,9,3,0,0
9464,10,9,1,0,0
9464,10,9,2,0,0
9464,10,9,3,1,1
9465,2,9,1,0,0
9465,2,9,2,0,0
9465,2,9,3,0,0
9466,4,9,1,0,0
9466,4,9,2,0,0
9466,4,9,3,0,0
9467,10,9,1,0,0
9467,10,9,2,0,0
9467,10,9,3,0,0
9468,1,9,1,0,0
9468,1,9,2,0,0
9468,1,9,3,0,0
9469,2,9,1,0,0
9469,2,9,2,0,0
9469,2,9,3,0,0
9470,4,9,1,1,1
9470,4,9,2,0,0
9470,4,9,3,0,0
9471,5,2,1,0,0
9471,5,2,2,0,0
9471,5,2,3,0,0
9472,1,9,1,1,1
9472,1,9,2,0,0
9472,1,9,3,0,0
9473,4,9,1,0,0
9473,4,9,2,1,1
9473,4,9,3,0,0
9474,2,9,1,0,0
9474,2,9,2,0,0
9474,2,9,3,0,0
9475,2,2,1,0,0
9475,2,2,2,0,0
9475,2,2,3,0,0
9476,4,9,1,0,0
9476,4,9,2,0,0
9476,4,9,3,0,0
9477,4,9,1,0,0
9477,4,9,2,1,1
9477,4,9,3,0,0
9478,2,9,1,1,1
9478,2,9,2,0,0
9478,2,9,3,1,1
9479,5,9,1,0,0
9479,5,9,2,0,0
9479,5,9,3,0,0
9480,4,2,1,0,0
9480,4,2,2,0,0
9480,4,2,3,0,0
9481,10,2,1,0,0
9481,10,2,2,0,0
9481,10,2,3,0,0
9482,2,9,1,0,0
9482,2,9,2,1,1
9482,2,9,3,0,0
9483,4,9,1,2,1
9483,4,9,2,0,0
9483,4,9,3,0,0
9484,10,9,1,0,0
9484,10,9,2,0,0
9484,10,9,3,0,0
9485,5,9,1,0,0
9485,5,9,2,0,0
9485,5,9,3,0,0
9486,4,9,1,0,0
9486,4,9,2,0,0
9486,4,9,3,0,0
9487,10,9,1,0,0
9487,10,9,2,0,0
9487,10,9,3,0,0
9488,4,9,1,1,1
9488,4,9,2,0,0
9488,4,9,3,0,0
9489,2,9,1,0,0
9489,2,9,2,0,0
9489,2,9,3,0,0
9490,10,9,1,0,0
9490,10,9,2,0,0
9490,10,9,3,0,0
9491,1,9,1,0,0
9491,1,9,2,0,0
9491,1,9,3,0,0
9492,6,9,1,0,0
9492,6,9,2,0,0
9492,6,9,3,0,0
9493,5,9,1,0,0
9493,5,9,2,0,0
9493,5,9,3,0,0
9494,2,9,1,0,0
9494,2,9,2,0,0
9494,2,9,3,0,0
9495,10,9,1,0,0
9495,10,9,2,0,0
9495,10,9,3,0,0
9496,5,9,1,0,0
9496,5,9,2,0,0
9496,5,9,3,0,0
9497,4,9,1,0,0
9497,4,9,2,3,1
9497,4,9,3,0,0
9498,4,9,1,0,0
9498,4,9,2,0,0
9498,4,9,3,0,0
9499,2,9,1,0,0
9499,2,9,2,0,0
9499,2,9,3,0,0
9500,10,2,1,2,1
9500,10,2,2,0,0
9500,10,2,3,0,0
9501,2,9,1,0,0
9501,2,9,2,0,0
9501,2,9,3,0,0
9502,10,9,1,0,0
9502,10,9,2,1,1
9502,10,9,3,0,0
9503,4,9,1,0,0
9503,4,9,2,0,0
9503,4,9,3,0,0
9504,10,9,1,0,0
9504,10,9,2,0,0
9504,10,9,3,0,0
9505,5,9,1,0,0
9505,5,9,2,0,0
9505,5,9,3,0,0
9506,6,3,1,0,0
9506,6,3,2,0,0
9506,6,3,3,0,0
9507,2,9,1,0,0
9507,2,9,2,0,0
9507,2,9,3,0,0
9508,5,2,1,0,0
9508,5,2,2,0,0
9508,5,2,3,0,0
9509,10,9,1,0,0
9509,10,9,2,0,0
9509,10,9,3,0,0
9510,10,9,1,0,0
9510,10,9,2,0,0
9510,10,9,3,0,0
9511,4,9,1,0,0
9511,4,9,2,0,0
9511,4,9,3,0,0
9512,10,9,1,0,0
9512,10,9,2,0,0
9512,10,9,3,0,0
9513,4,2,1,0,0
9513,4,2,2,0,0
9513,4,2,3,0,0
9514,10,9,1,0,0
9514,10,9,2,0,0
9514,10,9,3,0,0
9515,10,9,1,0,0
9515,10,9,2,0,0
9515,10,9,3,0,0
9516,2,9,1,2,1
9516,2,9,2,3,1
9516,2,9,3,2,1
9517,4,9,1,0,0
9517,4,9,2,0,0
9517,4,9,3,0,0
9518,2,2,1,0,0
9518,2,2,2,0,0
9518,2,2,3,2,1
9519,4,9,1,0,0
9519,4,9,2,0,0
9519,4,9,3,0,0
9520,2,9,1,0,0
9520,2,9,2,0,0
9520,2,9,3,0,0
9521,2,9,1,0,0
9521,2,9,2,0,0
9521,2,9,3,0,0
9522,4,9,1,0,0
9522,4,9,2,0,0
9522,4,9,3,0,0
9523,2,9,1,0,0
9523,2,9,2,0,0
9523,2,9,3,1,1
9524,4,9,1,0,0
9524,4,9,2,0,0
9524,4,9,3,1,1
9525,2,2,1,0,0
9525,2,2,2,0,0
9525,2,2,3,0,0
9526,4,9,1,7,1
9526,4,9,2,7,1
9526,4,9,3,7,1
9527,1,9,1,0,0
9527,1,9,2,1,1
9527,1,9,3,1,1
9528,6,9,1,0,0
9528,6,9,2,0,0
9528,6,9,3,0,0
9529,4,9,1,1,1
9529,4,9,2,0,0
9529,4,9,3,0,0
9530,5,2,1,0,0
9530,5,2,2,1,1
9530,5,2,3,0,0
9531,2,9,1,0,0
9531,2,9,2,0,0
9531,2,9,3,0,0
9532,2,2,1,0,0
9532,2,2,2,2,1
9532,2,2,3,0,0
9533,5,9,1,0,0
9533,5,9,2,0,0
9533,5,9,3,1,1
9534,10,9,1,1,1
9534,10,9,2,1,1
9534,10,9,3,2,1
9535,10,9,1,0,0
9535,10,9,2,0,0
9535,10,9,3,0,0
9536,1,9,1,0,0
9536,1,9,2,0,0
9536,1,9,3,0,0
9537,4,9,1,0,0
9537,4,9,2,0,0
9537,4,9,3,0,0
9538,1,9,1,0,0
9538,1,9,2,0,0
9538,1,9,3,1,1
9539,4,9,1,0,0
9539,4,9,2,0,0
9539,4,9,3,0,0
9540,10,9,1,1,1
9540,10,9,2,1,1
9540,10,9,3,1,1
9541,6,9,1,0,0
9541,6,9,2,0,0
9541,6,9,3,0,0
9542,1,9,1,0,0
9542,1,9,2,0,0
9542,1,9,3,0,0
9543,5,9,1,0,0
9543,5,9,2,0,0
9543,5,9,3,0,0
9544,5,9,1,0,0
9544,5,9,2,0,0
9544,5,9,3,0,0
9545,4,2,1,0,0
9545,4,2,2,0,0
9545,4,2,3,1,1
9546,1,9,1,0,0
9546,1,9,2,0,0
9546,1,9,3,0,0
9547,6,9,1,0,0
9547,6,9,2,0,0
9547,6,9,3,0,0
9548,5,9,1,0,0
9548,5,9,2,0,0
9548,5,9,3,0,0
9549,5,9,1,0,0
9549,5,9,2,0,0
9549,5,9,3,0,0
9550,4,9,1,0,0
9550,4,9,2,0,0
9550,4,9,3,0,0
9551,4,9,1,0,0
9551,4,9,2,0,0
9551,4,9,3,0,0
9552,5,2,1,0,0
9552,5,2,2,0,0
9552,5,2,3,0,0
9553,5,2,1,0,0
9553,5,2,2,0,0
9553,5,2,3,0,0
9554,4,9,1,0,0
9554,4,9,2,0,0
9554,4,9,3,0,0
9555,10,9,1,0,0
9555,10,9,2,0,0
9555,10,9,3,0,0
9556,4,9,1,0,0
9556,4,9,2,0,0
9556,4,9,3,0,0
9557,4,9,1,0,0
9557,4,9,2,0,0
9557,4,9,3,1,1
9558,5,9,1,0,0
9558,5,9,2,0,0
9558,5,9,3,0,0
9559,6,9,1,0,0
9559,6,9,2,1,1
9559,6,9,3,0,0
9560,6,9,1,0,0
9560,6,9,2,0,0
9560,6,9,3,0,0
9561,10,2,1,0,0
9561,10,2,2,0,0
9561,10,2,3,0,0
9562,4,9,1,1,1
9562,4,9,2,0,0
9562,4,9,3,0,0
9563,5,9,1,0,0
9563,5,9,2,0,0
9563,5,9,3,0,0
9564,10,9,1,1,1
9564,10,9,2,0,0
9564,10,9,3,0,0
9565,4,9,1,0,0
9565,4,9,2,0,0
9565,4,9,3,0,0
9566,5,9,1,0,0
9566,5,9,2,2,1
9566,5,9,3,2,1
9567,10,9,1,0,0
9567,10,9,2,1,1
9567,10,9,3,0,0
9568,6,9,1,0,0
9568,6,9,2,0,0
9568,6,9,3,0,0
9569,4,2,1,0,0
9569,4,2,2,0,0
9569,4,2,3,0,0
9570,4,9,1,0,0
9570,4,9,2,0,0
9570,4,9,3,0,0
9571,4,9,1,0,0
9571,4,9,2,0,0
9571,4,9,3,0,0
9572,6,9,1,0,0
9572,6,9,2,0,0
9572,6,9,3,0,0
9573,4,9,1,0,0
9573,4,9,2,0,0
9573,4,9,3,0,0
9574,5,2,1,0,0
9574,5,2,2,0,0
9574,5,2,3,0,0
9575,10,9,1,0,0
9575,10,9,2,0,0
9575,10,9,3,0,0
9576,4,9,1,0,0
9576,4,9,2,0,0
9576,4,9,3,0,0
9577,10,2,1,0,0
9577,10,2,2,0,0
9577,10,2,3,0,0
9578,1,9,1,0,0
9578,1,9,2,1,1
9578,1,9,3,2,1
9579,5,9,1,0,0
9579,5,9,2,0,0
9579,5,9,3,0,0
9580,6,9,1,0,0
9580,6,9,2,0,0
9580,6,9,3,0,0
9581,10,2,1,0,0
9581,10,2,2,0,0
9581,10,2,3,0,0
9582,4,9,1,0,0
9582,4,9,2,0,0
9582,4,9,3,0,0
9583,5,9,1,0,0
9583,5,9,2,0,0
9583,5,9,3,0,0
9584,4,9,1,0,0
9584,4,9,2,0,0
9584,4,9,3,0,0
9585,10,9,1,0,0
9585,10,9,2,0,0
9585,10,9,3,0,0
9586,10,9,1,1,1
9586,10,9,2,0,0
9586,10,9,3,0,0
9587,10,9,1,0,0
9587,10,9,2,0,0
9587,10,9,3,0,0
9588,10,2,1,0,0
9588,10,2,2,0,0
9588,10,2,3,0,0
9589,2,2,1,0,0
9589,2,2,2,0,0
9589,2,2,3,0,0
9590,10,9,1,0,0
9590,10,9,2,0,0
9590,10,9,3,0,0
9591,4,9,1,0,0
9591,4,9,2,0,0
9591,4,9,3,0,0
9592,4,9,1,0,0
9592,4,9,2,0,0
9592,4,9,3,0,0
9593,10,9,1,0,0
9593,10,9,2,0,0
9593,10,9,3,0,0
9594,2,2,1,3,1
9594,2,2,2,1,1
9594,2,2,3,2,1
9595,10,9,1,0,0
9595,10,9,2,0,0
9595,10,9,3,0,0
9596,10,9,1,0,0
9596,10,9,2,1,1
9596,10,9,3,0,0
9597,4,2,1,0,0
9597,4,2,2,0,0
9597,4,2,3,0,0
9598,2,9,1,0,0
9598,2,9,2,0,0
9598,2,9,3,0,0
9599,1,9,1,0,0
9599,1,9,2,1,1
9599,1,9,3,0,0
9600,2,9,1,1,1
9600,2,9,2,1,1
9600,2,9,3,0,0
9601,4,9,1,0,0
9601,4,9,2,0,0
9601,4,9,3,0,0
9602,2,9,1,0,0
9602,2,9,2,0,0
9602,2,9,3,0,0
9603,6,9,1,0,0
9603,6,9,2,0,0
9603,6,9,3,0,0
9604,4,9,1,0,0
9604,4,9,2,0,0
9604,4,9,3,0,0
9605,4,9,1,1,1
9605,4,9,2,0,0
9605,4,9,3,0,0
9606,6,9,1,0,0
9606,6,9,2,0,0
9606,6,9,3,0,0
9607,4,9,1,0,0
9607,4,9,2,0,0
9607,4,9,3,0,0
9608,10,9,1,0,0
9608,10,9,2,0,0
9608,10,9,3,0,0
9609,2,2,1,0,0
9609,2,2,2,0,0
9609,2,2,3,0,0
9610,5,9,1,0,0
9610,5,9,2,0,0
9610,5,9,3,0,0
9611,4,9,1,0,0
9611,4,9,2,0,0
9611,4,9,3,0,0
9612,10,9,1,0,0
9612,10,9,2,0,0
9612,10,9,3,0,0
9613,2,9,1,0,0
9613,2,9,2,0,0
9613,2,9,3,0,0
9614,5,9,1,0,0
9614,5,9,2,1,1
9614,5,9,3,1,1
9615,10,9,1,0,0
9615,10,9,2,0,0
9615,10,9,3,0,0
9616,4,3,1,0,0
9616,4,3,2,0,0
9616,4,3,3,0,0
9617,4,9,1,0,0
9617,4,9,2,0,0
9617,4,9,3,0,0
9618,10,9,1,0,0
9618,10,9,2,0,0
9618,10,9,3,0,0
9619,1,3,1,0,0
9619,1,3,2,1,1
9619,1,3,3,5,1
9620,10,9,1,0,0
9620,10,9,2,0,0
9620,10,9,3,0,0
9621,2,9,1,0,0
9621,2,9,2,1,1
9621,2,9,3,0,0
9622,2,2,1,1,1
9622,2,2,2,0,0
9622,2,2,3,1,1
9623,2,3,1,0,0
9623,2,3,2,0,0
9623,2,3,3,0,0
9624,1,9,1,0,0
9624,1,9,2,0,0
9624,1,9,3,0,0
9625,4,9,1,1,1
9625,4,9,2,0,0
9625,4,9,3,0,0
9626,6,2,1,0,0
9626,6,2,2,0,0
9626,6,2,3,0,0
9627,10,9,1,0,0
9627,10,9,2,0,0
9627,10,9,3,0,0
9628,4,9,1,0,0
9628,4,9,2,1,1
9628,4,9,3,1,1
9629,2,9,1,0,0
9629,2,9,2,0,0
9629,2,9,3,0,0
9630,5,9,1,0,0
9630,5,9,2,0,0
9630,5,9,3,0,0
9631,1,9,1,0,0
9631,1,9,2,0,0
9631,1,9,3,0,0
9632,10,2,1,0,0
9632,10,2,2,0,0
9632,10,2,3,0,0
9633,5,9,1,0,0
9633,5,9,2,0,0
9633,5,9,3,0,0
9634,4,9,1,0,0
9634,4,9,2,0,0
9634,4,9,3,0,0
9635,10,9,1,1,1
9635,10,9,2,0,0
9635,10,9,3,0,0
9636,2,9,1,0,0
9636,2,9,2,0,0
9636,2,9,3,0,0
9637,10,9,1,0,0
9637,10,9,2,0,0
9637,10,9,3,0,0
9638,2,9,1,0,0
9638,2,9,2,0,0
9638,2,9,3,0,0
9639,2,2,1,0,0
9639,2,2,2,0,0
9639,2,2,3,0,0
9640,2,9,1,0,0
9640,2,9,2,0,0
9640,2,9,3,0,0
9641,4,9,1,0,0
9641,4,9,2,0,0
9641,4,9,3,0,0
9642,10,9,1,0,0
9642,10,9,2,0,0
9642,10,9,3,0,0
9643,10,9,1,0,0
9643,10,9,2,0,0
9643,10,9,3,0,0
9644,2,9,1,0,0
9644,2,9,2,0,0
9644,2,9,3,0,0
9645,10,9,1,0,0
9645,10,9,2,0,0
9645,10,9,3,0,0
9646,2,2,1,0,0
9646,2,2,2,0,0
9646,2,2,3,0,0
9647,10,9,1,0,0
9647,10,9,2,0,0
9647,10,9,3,0,0
9648,5,9,1,0,0
9648,5,9,2,0,0
9648,5,9,3,0,0
9649,5,2,1,0,0
9649,5,2,2,0,0
9649,5,2,3,0,0
9650,4,2,1,0,0
9650,4,2,2,1,1
9650,4,2,3,0,0
9651,2,2,1,0,0
9651,2,2,2,0,0
9651,2,2,3,0,0
9652,10,9,1,0,0
9652,10,9,2,0,0
9652,10,9,3,0,0
9653,1,2,1,0,0
9653,1,2,2,0,0
9653,1,2,3,1,1
9654,10,2,1,0,0
9654,10,2,2,0,0
9654,10,2,3,0,0
9655,1,2,1,0,0
9655,1,2,2,0,0
9655,1,2,3,0,0
9656,4,2,1,0,0
9656,4,2,2,0,0
9656,4,2,3,0,0
9657,10,9,1,0,0
9657,10,9,2,0,0
9657,10,9,3,0,0
9658,2,9,1,0,0
9658,2,9,2,0,0
9658,2,9,3,0,0
9659,2,9,1,0,0
9659,2,9,2,0,0
9659,2,9,3,0,0
9660,2,9,1,0,0
9660,2,9,2,0,0
9660,2,9,3,0,0
9661,4,9,1,1,1
9661,4,9,2,0,0
9661,4,9,3,1,1
9662,1,9,1,0,0
9662,1,9,2,0,0
9662,1,9,3,0,0
9663,2,9,1,0,0
9663,2,9,2,0,0
9663,2,9,3,0,0
9664,2,9,1,0,0
9664,2,9,2,0,0
9664,2,9,3,1,1
9665,5,9,1,0,0
9665,5,9,2,0,0
9665,5,9,3,0,0
9666,2,2,1,0,0
9666,2,2,2,1,1
9666,2,2,3,0,0
9667,1,9,1,0,0
9667,1,9,2,1,1
9667,1,9,3,0,0
9668,2,2,1,0,0
9668,2,2,2,0,0
9668,2,2,3,0,0
9669,5,2,1,0,0
9669,5,2,2,0,0
9669,5,2,3,0,0
9670,6,9,1,1,1
9670,6,9,2,0,0
9670,6,9,3,0,0
9671,2,2,1,0,0
9671,2,2,2,0,0
9671,2,2,3,0,0
9672,2,9,1,0,0
9672,2,9,2,0,0
9672,2,9,3,0,0
9673,1,9,1,0,0
9673,1,9,2,0,0
9673,1,9,3,0,0
9674,2,9,1,1,1
9674,2,9,2,1,1
9674,2,9,3,0,0
9675,2,9,1,0,0
9675,2,9,2,0,0
9675,2,9,3,0,0
9676,2,9,1,0,0
9676,2,9,2,0,0
9676,2,9,3,0,0
9677,1,9,1,0,0
9677,1,9,2,1,1
9677,1,9,3,0,0
9678,4,9,1,0,0
9678,4,9,2,0,0
9678,4,9,3,0,0
9679,2,9,1,0,0
9679,2,9,2,0,0
9679,2,9,3,0,0
9680,4,9,1,0,0
9680,4,9,2,0,0
9680,4,9,3,1,1
9681,5,9,1,0,0
9681,5,9,2,0,0
9681,5,9,3,0,0
9682,4,9,1,0,0
9682,4,9,2,0,0
9682,4,9,3,0,0
9683,1,9,1,0,0
9683,1,9,2,0,0
9683,1,9,3,0,0
9684,5,2,1,0,0
9684,5,2,2,0,0
9684,5,2,3,0,0
9685,1,9,1,0,0
9685,1,9,2,0,0
9685,1,9,3,1,1
9686,4,9,1,0,0
9686,4,9,2,0,0
9686,4,9,3,0,0
9687,6,9,1,0,0
9687,6,9,2,0,0
9687,6,9,3,0,0
9688,5,9,1,0,0
9688,5,9,2,0,0
9688,5,9,3,0,0
9689,10,9,1,0,0
9689,10,9,2,0,0
9689,10,9,3,1,1
9690,2,9,1,0,0
9690,2,9,2,0,0
9690,2,9,3,0,0
9691,4,9,1,0,0
9691,4,9,2,0,0
9691,4,9,3,0,0
9692,1,9,1,0,0
9692,1,9,2,0,0
9692,1,9,3,0,0
9693,2,2,1,0,0
9693,2,2,2,0,0
9693,2,2,3,0,0
9694,2,9,1,0,0
9694,2,9,2,0,0
9694,2,9,3,0,0
9695,6,9,1,0,0
9695,6,9,2,1,1
